key	xv_c	xv_p	xvc_c	xvc_p	xviii_c	xviii_p	xix_c	xix_p
1-4-6-7-10__1-2-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-2-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-3-4-5-6-8-10	0	0	0	0	1	0.0257267815796	0	0
1-4-6-7-10__1-3-4-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-10__1-3-4-6-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-10__1-3-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-3-6-10	1	0.0109902187054	11	0.0167629265022	0	0	1	0.00345447008429
1-4-6-7-10__1-3-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-3-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-10__1-3-6-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-3-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-3-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-4-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-4-5-6-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-10__1-4-6-10	2	0.0219804374107	7	0.010667316865	0	0	4	0.0138178803372
1-4-6-7-10__1-4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-4-6-8-10	0	0	12	0.0182868289115	0	0	1	0.00345447008429
1-4-6-7-10__1-4-8-10	0	0	2	0.00304780481858	0	0	3	0.0103634102529
1-4-6-7-10__1-5-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__1-6-8-10	1	0.0109902187054	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-7-10__2-3-4-5-6-10	1	0.0109902187054	0	0	0	0	1	0.00345447008429
1-4-6-7-10__2-3-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-3-4-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-10__2-3-4-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-10__2-3-5-6-10	1	0.0109902187054	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-10__2-3-6-10	2	0.0219804374107	4	0.00609560963716	0	0	2	0.00690894016858
1-4-6-7-10__2-3-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-3-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-3-6-8-10	1	0.0109902187054	0	0	2	0.0514535631592	0	0
1-4-6-7-10__2-3-6-9-10	0	0	0	0	1	0.0257267815796	0	0
1-4-6-7-10__2-4-5-6-10	0	0	5	0.00761951204645	0	0	0	0
1-4-6-7-10__2-4-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-4-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-4-5-9-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-7-10__2-4-6-10	6	0.0659413122321	18	0.0274302433672	1	0.0257267815796	6	0.0207268205057
1-4-6-7-10__2-4-6-7-10	0	0	7	0.010667316865	0	0	1	0.00345447008429
1-4-6-7-10__2-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-4-6-8-10	1	0.0109902187054	11	0.0167629265022	1	0.0257267815796	0	0
1-4-6-7-10__2-4-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-4-8-10	3	0.0329706561161	21	0.0320019505951	1	0.0257267815796	2	0.00690894016858
1-4-6-7-10__2-4-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-10__2-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-5-6-8-9-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-7-10__2-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-6-10	2	0.0219804374107	24	0.036573657823	0	0	6	0.0207268205057
1-4-6-7-10__2-6-7-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-7-10__2-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-6-8-10	0	0	12	0.0182868289115	1	0.0257267815796	6	0.0207268205057
1-4-6-7-10__2-6-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__2-6-9-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-10__2-7-10	0	0	0	0	2	0.0514535631592	0	0
1-4-6-7-10__3-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__3-4-6-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-10__3-4-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-7-10__3-4-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-10__3-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__3-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__3-5-6-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-10__3-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__3-6-10	2	0.0219804374107	21	0.0320019505951	1	0.0257267815796	7	0.02418129059
1-4-6-7-10__3-6-7-10	0	0	6	0.00914341445574	0	0	1	0.00345447008429
1-4-6-7-10__3-6-8-10	2	0.0219804374107	9	0.0137151216836	0	0	5	0.0172723504214
1-4-6-7-10__3-6-8-9-10	0	0	1	0.00152390240929	1	0.0257267815796	0	0
1-4-6-7-10__3-6-9-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-10__4-5-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__4-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__4-5-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-10__4-6-10	1	0.0109902187054	12	0.0182868289115	2	0.0514535631592	6	0.0207268205057
1-4-6-7-10__4-6-7-10	0	0	2	0.00304780481858	0	0	2	0.00690894016858
1-4-6-7-10__4-6-8-10	2	0.0219804374107	14	0.0213346337301	1	0.0257267815796	3	0.0103634102529
1-4-6-7-10__4-6-8-9-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-10__4-6-9-10	1	0.0109902187054	2	0.00304780481858	0	0	0	0
1-4-6-7-10__4-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__4-8-10	1	0.0109902187054	10	0.0152390240929	0	0	3	0.0103634102529
1-4-6-7-10__4-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__5-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__6-10	2	0.0219804374107	1	0.00152390240929	0	0	0	0
1-4-6-7-10__6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-10__6-7-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-10__6-8-10	1	0.0109902187054	3	0.00457170722787	0	0	0	0
1-4-6-7-10__8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-8-10__1-2-3-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-2-3-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-8-10__1-2-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-3-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-3-4-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-3-5-6-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-3-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-3-6-8-10	0	0	8	0.0121912192743	0	0	0	0
1-4-6-7-8-10__1-4-6-10	1	0.0109902187054	5	0.00761951204645	0	0	0	0
1-4-6-7-8-10__1-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-4-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__1-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-3-5-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-3-6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-8-10__2-3-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-4-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-4-6-10	0	0	5	0.00761951204645	0	0	0	0
1-4-6-7-8-10__2-4-6-7-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-8-10__2-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-4-6-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-4-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-7-8-10__2-5-6-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-8-10__2-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__2-6-10	0	0	12	0.0182868289115	0	0	0	0
1-4-6-7-8-10__2-6-7-10	0	0	4	0.00609560963716	0	0	2	0.00690894016858
1-4-6-7-8-10__2-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-8-10__2-6-8-10	0	0	4	0.00609560963716	0	0	0	0
1-4-6-7-8-10__3-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__3-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__3-6-10	0	0	3	0.00457170722787	2	0.0514535631592	2	0.00690894016858
1-4-6-7-8-10__3-6-7-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-8-10__3-6-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__3-6-8-10	0	0	5	0.00761951204645	1	0.0257267815796	0	0
1-4-6-7-8-10__3-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-10__4-6-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-7-8-10__4-6-7-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-8-10__4-6-8-10	0	0	3	0.00457170722787	0	0	0	0
1-4-6-7-8-10__4-8-10	1	0.0109902187054	4	0.00609560963716	0	0	1	0.00345447008429
1-4-6-7-8-10__6-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-7-8-10__6-7-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-8-9-10__1-2-3-4-5-6-7-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-8-9-10__2-4-6-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-7-8-9-10__2-4-6-7-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-9__1-2-4-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-9-10__1-2-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__1-3-4-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__1-3-6-8-10	0	0	0	0	1	0.0257267815796	0	0
1-4-6-7-9-10__1-4-5-6-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-7-9-10__1-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__1-4-6-8-10	0	0	1	0.00152390240929	1	0.0257267815796	0	0
1-4-6-7-9-10__1-4-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__2-4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__2-4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__2-4-8-10	0	0	0	0	1	0.0257267815796	2	0.00690894016858
1-4-6-7-9-10__2-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__2-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__2-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__3-4-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-7-9-10__3-4-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__3-6-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-7-9-10__3-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-7-9-10__4-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-7-9-10__4-8-10	0	0	3	0.00457170722787	0	0	0	0
1-4-6-7-9-10__4-8-9-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__1-2-3-4-6-10	1	0.0109902187054	0	0	0	0	1	0.00345447008429
1-4-6-8-10__1-2-3-4-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-3-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-3-4-6-8-10	0	0	0	0	1	0.0257267815796	0	0
1-4-6-8-10__1-2-3-4-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-2-3-5-6-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__1-2-3-5-6-8-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__1-2-3-6-10	0	0	2	0.00304780481858	0	0	2	0.00690894016858
1-4-6-8-10__1-2-3-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-3-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-3-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-2-4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-4-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-4-5-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-4-6-10	0	0	13	0.0198107313208	0	0	1	0.00345447008429
1-4-6-8-10__1-2-4-6-7-10	1	0.0109902187054	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-2-4-6-8-10	1	0.0109902187054	12	0.0182868289115	0	0	1	0.00345447008429
1-4-6-8-10__1-2-4-6-9-10	0	0	0	0	0	0	2	0.00690894016858
1-4-6-8-10__1-2-4-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-4-8-10	3	0.0329706561161	12	0.0182868289115	0	0	2	0.00690894016858
1-4-6-8-10__1-2-4-8-9-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-8-10__1-2-5-6-10	0	0	5	0.00761951204645	0	0	1	0.00345447008429
1-4-6-8-10__1-2-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-6-10	1	0.0109902187054	10	0.0152390240929	0	0	1	0.00345447008429
1-4-6-8-10__1-2-6-7-10	0	0	3	0.00457170722787	0	0	1	0.00345447008429
1-4-6-8-10__1-2-6-8-10	0	0	11	0.0167629265022	0	0	0	0
1-4-6-8-10__1-2-6-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-2-6-9-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-8-10__1-3-4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-3-4-5-6-8-10	1	0.0109902187054	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-3-4-6-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-3-4-6-7-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-3-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-3-4-6-8-10	1	0.0109902187054	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-8-10__1-3-4-6-9-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__1-3-4-8-10	0	0	3	0.00457170722787	1	0.0257267815796	4	0.0138178803372
1-4-6-8-10__1-3-4-9-10	0	0	0	0	1	0.0257267815796	0	0
1-4-6-8-10__1-3-5-6-10	1	0.0109902187054	4	0.00609560963716	0	0	1	0.00345447008429
1-4-6-8-10__1-3-5-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-3-5-6-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-8-10__1-3-5-6-9-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__1-3-5-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__1-3-5-9-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__1-3-6-10	3	0.0329706561161	42	0.0640039011902	2	0.0514535631592	8	0.0276357606743
1-4-6-8-10__1-3-6-7-10	0	0	6	0.00914341445574	0	0	2	0.00690894016858
1-4-6-8-10__1-3-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-3-6-8-10	4	0.0439608748214	23	0.0350497554137	1	0.0257267815796	4	0.0138178803372
1-4-6-8-10__1-3-6-9-10	0	0	6	0.00914341445574	1	0.0257267815796	0	0
1-4-6-8-10__1-3-7-10	2	0.0219804374107	0	0	0	0	0	0
1-4-6-8-10__1-3-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__1-4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-4-5-6-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-4-5-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-4-5-6-8-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-4-5-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-4-5-8-10	0	0	2	0.00304780481858	1	0.0257267815796	2	0.00690894016858
1-4-6-8-10__1-4-6-10	6	0.0659413122321	55	0.0838146325109	1	0.0257267815796	6	0.0207268205057
1-4-6-8-10__1-4-6-7-10	0	0	4	0.00609560963716	0	0	1	0.00345447008429
1-4-6-8-10__1-4-6-7-8-10	0	0	3	0.00457170722787	0	0	0	0
1-4-6-8-10__1-4-6-7-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-4-6-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-4-6-8-10	4	0.0439608748214	45	0.068575608418	0	0	3	0.0103634102529
1-4-6-8-10__1-4-6-8-9-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__1-4-6-9-10	0	0	3	0.00457170722787	1	0.0257267815796	1	0.00345447008429
1-4-6-8-10__1-4-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-4-7-8-9	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__1-4-8-10	4	0.0439608748214	50	0.0761951204645	3	0.0771803447389	8	0.0276357606743
1-4-6-8-10__1-4-8-9-10	0	0	3	0.00457170722787	0	0	1	0.00345447008429
1-4-6-8-10__1-5-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-5-6-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-5-6-9-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__1-5-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-5-9	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__1-6-10	0	0	21	0.0320019505951	0	0	1	0.00345447008429
1-4-6-8-10__1-6-7-10	0	0	4	0.00609560963716	0	0	2	0.00690894016858
1-4-6-8-10__1-6-8-10	0	0	13	0.0198107313208	0	0	2	0.00690894016858
1-4-6-8-10__1-6-9-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-8-10__2-3-4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-3-4-6-10	1	0.0109902187054	6	0.00914341445574	1	0.0257267815796	0	0
1-4-6-8-10__2-3-4-6-7-8-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__2-3-4-6-8-10	0	0	7	0.010667316865	0	0	0	0
1-4-6-8-10__2-3-4-8-10	1	0.0109902187054	6	0.00914341445574	0	0	2	0.00690894016858
1-4-6-8-10__2-3-5-6-10	1	0.0109902187054	2	0.00304780481858	0	0	0	0
1-4-6-8-10__2-3-5-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-3-5-6-9-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__2-3-5-7-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__2-3-5-8-10	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__2-3-6-10	4	0.0439608748214	31	0.047240974688	0	0	6	0.0207268205057
1-4-6-8-10__2-3-6-7-10	2	0.0219804374107	4	0.00609560963716	0	0	1	0.00345447008429
1-4-6-8-10__2-3-6-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-3-6-8-10	3	0.0329706561161	17	0.0259063409579	2	0.0514535631592	4	0.0138178803372
1-4-6-8-10__2-3-6-9-10	0	0	5	0.00761951204645	0	0	1	0.00345447008429
1-4-6-8-10__2-3-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-3-8-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__2-4-10	0	0	2	0.00304780481858	0	0	0	0
1-4-6-8-10__2-4-5-6-10	0	0	4	0.00609560963716	0	0	0	0
1-4-6-8-10__2-4-5-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-4-5-6-8-10	0	0	4	0.00609560963716	0	0	1	0.00345447008429
1-4-6-8-10__2-4-6	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__2-4-6-10	10	0.109902187054	103	0.156961948157	2	0.0514535631592	8	0.0276357606743
1-4-6-8-10__2-4-6-7-10	3	0.0329706561161	13	0.0198107313208	0	0	1	0.00345447008429
1-4-6-8-10__2-4-6-7-8-10	0	0	4	0.00609560963716	0	0	0	0
1-4-6-8-10__2-4-6-7-9	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__2-4-6-8-10	3	0.0329706561161	81	0.123436095152	1	0.0257267815796	2	0.00690894016858
1-4-6-8-10__2-4-6-8-9-10	1	0.0109902187054	2	0.00304780481858	0	0	0	0
1-4-6-8-10__2-4-6-9-10	2	0.0219804374107	2	0.00304780481858	1	0.0257267815796	0	0
1-4-6-8-10__2-4-7-10	0	0	2	0.00304780481858	0	0	3	0.0103634102529
1-4-6-8-10__2-4-7-8-10	0	0	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-8-10__2-4-7-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-4-8-10	10	0.109902187054	123	0.187439996343	2	0.0514535631592	28	0.0967251623601
1-4-6-8-10__2-4-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-5-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__2-5-6-10	0	0	4	0.00609560963716	0	0	0	0
1-4-6-8-10__2-5-6-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-5-6-8-10	1	0.0109902187054	4	0.00609560963716	0	0	0	0
1-4-6-8-10__2-5-7-10	0	0	0	0	0	0	4	0.0138178803372
1-4-6-8-10__2-6-10	10	0.109902187054	104	0.158485850566	2	0.0514535631592	13	0.0449081110958
1-4-6-8-10__2-6-7-10	1	0.0109902187054	8	0.0121912192743	1	0.0257267815796	2	0.00690894016858
1-4-6-8-10__2-6-7-8-10	0	0	7	0.010667316865	0	0	0	0
1-4-6-8-10__2-6-8-10	9	0.0989119683482	66	0.100577559013	2	0.0514535631592	9	0.0310902307586
1-4-6-8-10__2-6-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__2-6-9-10	1	0.0109902187054	9	0.0137151216836	2	0.0514535631592	2	0.00690894016858
1-4-6-8-10__2-7-10	0	0	0	0	1	0.0257267815796	1	0.00345447008429
1-4-6-8-10__2-8-10	0	0	1	0.00152390240929	0	0	1	0.00345447008429
1-4-6-8-10__2-9	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__3-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__3-4-5-6-10	1	0.0109902187054	0	0	0	0	0	0
1-4-6-8-10__3-4-5-6-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__3-4-6-10	1	0.0109902187054	3	0.00457170722787	0	0	2	0.00690894016858
1-4-6-8-10__3-4-6-7-10	0	0	4	0.00609560963716	0	0	1	0.00345447008429
1-4-6-8-10__3-4-6-7-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__3-4-6-8-10	0	0	5	0.00761951204645	2	0.0514535631592	1	0.00345447008429
1-4-6-8-10__3-4-6-8-9-10	2	0.0219804374107	0	0	0	0	0	0
1-4-6-8-10__3-4-6-9-10	0	0	0	0	1	0.0257267815796	0	0
1-4-6-8-10__3-4-8-10	1	0.0109902187054	3	0.00457170722787	0	0	1	0.00345447008429
1-4-6-8-10__3-4-8-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__3-5-6-10	2	0.0219804374107	4	0.00609560963716	1	0.0257267815796	2	0.00690894016858
1-4-6-8-10__3-5-6-8-10	0	0	4	0.00609560963716	0	0	0	0
1-4-6-8-10__3-5-6-9-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__3-5-7-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__3-6-10	20	0.219804374107	84	0.12800780238	1	0.0257267815796	23	0.0794528119386
1-4-6-8-10__3-6-7-10	1	0.0109902187054	21	0.0320019505951	2	0.0514535631592	0	0
1-4-6-8-10__3-6-7-8-10	0	0	3	0.00457170722787	1	0.0257267815796	1	0.00345447008429
1-4-6-8-10__3-6-8-10	5	0.0549510935268	72	0.109720973469	2	0.0514535631592	13	0.0449081110958
1-4-6-8-10__3-6-8-9-10	0	0	4	0.00609560963716	0	0	0	0
1-4-6-8-10__3-6-9-10	1	0.0109902187054	9	0.0137151216836	0	0	1	0.00345447008429
1-4-6-8-10__3-7-10	0	0	1	0.00152390240929	1	0.0257267815796	0	0
1-4-6-8-10__3-8-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__4-10	0	0	1	0.00152390240929	0	0	0	0
1-4-6-8-10__4-5-6-10	0	0	5	0.00761951204645	0	0	1	0.00345447008429
1-4-6-8-10__4-5-6-8-10	1	0.0109902187054	2	0.00304780481858	0	0	1	0.00345447008429
1-4-6-8-10__4-5-7	0	0	0	0	0	0	1	0.00345447008429
1-4-6-8-10__4-5-8-10	1	0.0109902187054	6	0.00914341445574	0	0	1	0.00345447008429
